customerID,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Churn,tenure,Charges.Daily,Charges.Monthly,Charges.Total,Charges.Daily_range,Charges.Monthly_range,Charges.Total_range,tenure_range
0196-JTUQI,Female,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),No,9,2.506666666666667,75.2,633.85,2.5-3.0,70.0-80.0,396.0-1142.5,0-12
0196-VULGZ,Female,1,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,Yes,6,2.8116666666666665,84.35,474.9,2.5-3.0,80.0-90.0,396.0-1142.5,0-12
0197-PNKNK,Female,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),No,69,2.815,84.45,5848.6,2.5-3.0,80.0-90.0,3779.0-8685.0,60+
0201-MIBOL,Female,1,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,66,3.4133333333333336,102.4,6471.85,3.0-4.0,90.0-119.0,3779.0-8685.0,60+
0201-OAMXR,Female,0,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),Yes,70,3.8516666666666666,115.55,8127.6,3.0-4.0,90.0-119.0,3779.0-8685.0,60+
0203-HHYIJ,Male,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),Yes,25,0.8433333333333334,25.3,676.35,0 - 1.0,18.0-35.0,396.0-1142.5,24-36
0206-OYVOC,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,No,46,0.6416666666666667,19.25,864.2,0 - 1.0,18.0-35.0,396.0-1142.5,36-48
0206-TBWLC,Female,0,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,No,54,3.8216666666666668,114.65,6049.5,3.0-4.0,90.0-119.0,3779.0-8685.0,48-60
0207-MDKNV,Female,0,No,No,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,Yes,15,3.503333333333333,105.1,1582.75,3.0-4.0,90.0-119.0,1389.0-3411.5,12-24
0208-BPQEJ,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),No,12,0.6466666666666666,19.4,198.1,0 - 1.0,18.0-35.0,0 - 396.0,0-12
0212-ISBBF,Female,0,No,No,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,No,22,1.6783333333333335,50.35,1098.85,1.5-2.0,50.0-70.0,396.0-1142.5,12-24
0214-JHPFW,Female,0,Yes,No,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),No,70,1.9266666666666665,57.8,4039.3,1.5-2.0,50.0-70.0,3779.0-8685.0,60+
0215-BQKGS,Male,0,No,No,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),No,30,2.81,84.3,2438.6,2.5-3.0,80.0-90.0,1389.0-3411.5,24-36
0218-QNVAS,Male,0,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),No,71,3.3516666666666666,100.55,7113.75,3.0-4.0,90.0-119.0,3779.0-8685.0,60+
0219-QAERP,Male,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),No,30,0.66,19.8,576.65,0 - 1.0,18.0-35.0,396.0-1142.5,24-36
0219-YTZUE,Male,0,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes,4,2.8266666666666667,84.8,371.9,2.5-3.0,80.0-90.0,0 - 396.0,0-12
0220-EBGCE,Male,0,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,Yes,2,2.8616666666666664,85.85,167.3,2.5-3.0,80.0-90.0,0 - 396.0,0-12
0221-NAUXK,Male,0,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),No,10,0.6649999999999999,19.95,219.5,0 - 1.0,18.0-35.0,0 - 396.0,0-12
0221-WMXNQ,Male,1,No,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,No,4,2.5116666666666663,75.35,273.4,2.5-3.0,70.0-80.0,0 - 396.0,0-12
0222-CNVPT,Male,1,No,No,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),No,52,1.6266666666666665,48.8,2555.05,1.5-2.0,35.0-50.0,1389.0-3411.5,48-60
0224-HJAPT,Male,0,No,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,Yes,5,1.5716666666666665,47.15,223.15,1.5-2.0,35.0-50.0,0 - 396.0,0-12
0224-NIJLP,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No,8,0.6716666666666666,20.15,165.5,0 - 1.0,18.0-35.0,0 - 396.0,0-12
0224-RLWWD,Female,1,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,No,2,1.4766666666666666,44.3,89.3,1.0-1.5,35.0-50.0,0 - 396.0,0-12
0225-ZORZP,Male,0,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,No,3,2.81,84.3,235.05,2.5-3.0,80.0-90.0,0 - 396.0,0-12
0228-MAUWC,Male,0,No,No,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,No,19,1.9849999999999999,59.55,1144.6,1.5-2.0,50.0-70.0,1142.5-1389.0,12-24
0229-LFJAF,Male,0,No,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),No,72,2.3216666666666668,69.65,4908.25,2.0-2.5,50.0-70.0,3779.0-8685.0,60+
0230-UBYPQ,Male,1,Yes,No,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),No,63,1.2033333333333334,36.1,2298.9,1.0-1.5,35.0-50.0,1389.0-3411.5,60+
0230-WEQUW,Male,0,Yes,No,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),No,66,1.8866666666666667,56.6,3789.2,1.5-2.0,50.0-70.0,3779.0-8685.0,60+
0231-LXVAP,Male,0,No,No,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,Yes,1,2.5300000000000002,75.9,75.9,2.5-3.0,70.0-80.0,0 - 396.0,0-12
0233-FTHAV,Female,0,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),No,60,2.64,79.2,4765.0,2.5-3.0,70.0-80.0,3779.0-8685.0,48-60
0234-TEVTT,Female,0,Yes,Yes,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),No,48,1.5,45.0,2196.3,1.5-2.0,35.0-50.0,1389.0-3411.5,36-48
0235-KGSLC,Female,0,No,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),Yes,1,2.8516666666666666,85.55,85.55,2.5-3.0,80.0-90.0,0 - 396.0,0-12
0236-HFWSV,Male,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,15,3.1116666666666664,93.35,1444.65,3.0-4.0,90.0-119.0,1389.0-3411.5,12-24
0237-YFUTL,Female,0,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),No,50,3.6550000000000002,109.65,5405.8,3.0-4.0,90.0-119.0,3779.0-8685.0,48-60
0238-WHBIQ,Male,0,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),No,72,2.99,89.7,6339.3,2.5-3.0,80.0-90.0,3779.0-8685.0,60+
0239-OXEXL,Female,0,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,No,46,2.808333333333333,84.25,3847.6,2.5-3.0,80.0-90.0,3779.0-8685.0,36-48
0244-LGNFY,Female,0,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),No,72,3.0883333333333334,92.65,6733.0,3.0-4.0,90.0-119.0,3779.0-8685.0,60+
0247-SLUJI,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No,1,0.6566666666666666,19.7,19.7,0 - 1.0,18.0-35.0,0 - 396.0,0-12
0248-IPDFW,Female,0,No,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,No,1,1.6700000000000002,50.1,50.1,1.5-2.0,50.0-70.0,0 - 396.0,0-12
0248-PGHBZ,Female,1,No,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),No,67,3.0816666666666666,92.45,6140.85,3.0-4.0,90.0-119.0,3779.0-8685.0,60+
0253-ZTEOB,Female,0,Yes,Yes,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,No,48,2.6550000000000002,79.65,3870.3,2.5-3.0,70.0-80.0,3779.0-8685.0,36-48
0254-FNMCI,Female,0,No,No,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,No,72,3.6633333333333336,109.9,7624.2,3.0-4.0,90.0-119.0,3779.0-8685.0,60+
0254-KCJGT,Male,0,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),No,52,2.7133333333333334,81.4,4354.45,2.5-3.0,80.0-90.0,3779.0-8685.0,48-60
0254-WWRKD,Female,0,Yes,Yes,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),No,67,1.6849999999999998,50.55,3431.75,1.5-2.0,50.0-70.0,3411.5-3779.0,60+
0256-LTHVJ,Female,0,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,Yes,28,2.7016666666666667,81.05,2227.1,2.5-3.0,80.0-90.0,1389.0-3411.5,24-36
0257-KXZGU,Female,0,Yes,Yes,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),No,32,2.0816666666666666,62.45,2045.55,2.0-2.5,50.0-70.0,1389.0-3411.5,24-36
0257-ZESQC,Female,1,Yes,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes,27,2.506666666666667,75.2,1929.35,2.5-3.0,70.0-80.0,1389.0-3411.5,24-36
0258-NOKBL,Male,0,No,No,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,No,3,3.0133333333333336,90.4,268.45,3.0-4.0,90.0-119.0,0 - 396.0,0-12
0259-GBZSH,Male,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes,2,2.855,85.65,181.5,2.5-3.0,80.0-90.0,0 - 396.0,0-12
0260-ZDLGK,Female,0,No,Yes,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,Yes,9,2.43,72.9,651.4,2.0-2.5,70.0-80.0,396.0-1142.5,0-12
0263-FJTQO,Male,0,Yes,Yes,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),No,50,2.35,70.5,3486.65,2.0-2.5,70.0-80.0,3411.5-3779.0,48-60
0264-CNITK,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),No,71,0.67,20.1,1389.6,0 - 1.0,18.0-35.0,1389.0-3411.5,60+
0265-EDXBD,Male,1,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,32,2.496666666666667,74.9,2303.35,2.0-2.5,70.0-80.0,1389.0-3411.5,24-36
0265-PSUAE,Female,0,Yes,Yes,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),No,16,3.356666666666667,100.7,1522.7,3.0-4.0,90.0-119.0,1389.0-3411.5,12-24
0266-CLZKZ,Female,0,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,67,3.521666666666667,105.65,6717.9,3.0-4.0,90.0-119.0,3779.0-8685.0,60+
0266-GMEAO,Male,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No,72,3.81,114.3,8058.55,3.0-4.0,90.0-119.0,3779.0-8685.0,60+
0268-QKIWO,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,Yes,3,0.6583333333333333,19.75,58.85,0 - 1.0,18.0-35.0,0 - 396.0,0-12
0269-XFESX,Male,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,No,23,0.8116666666666668,24.35,538.5,0 - 1.0,18.0-35.0,396.0-1142.5,12-24
0270-THENM,Male,0,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),No,72,2.328333333333333,69.85,5102.35,2.0-2.5,50.0-70.0,3779.0-8685.0,60+
0274-JKUJR,Male,0,Yes,Yes,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,No,7,1.9616666666666667,58.85,465.7,1.5-2.0,50.0-70.0,396.0-1142.5,0-12
0274-VVQOQ,Male,1,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),Yes,65,3.4383333333333335,103.15,6792.45,3.0-4.0,90.0-119.0,3779.0-8685.0,60+
0277-BKSQP,Male,0,Yes,Yes,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,No,8,1.8133333333333332,54.4,475.1,1.5-2.0,50.0-70.0,396.0-1142.5,0-12
0277-ORXQS,Male,0,Yes,Yes,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),No,66,1.6849999999999998,50.55,3364.55,1.5-2.0,50.0-70.0,1389.0-3411.5,60+
0278-YXOOG,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,Yes,5,0.7016666666666667,21.05,113.85,0 - 1.0,18.0-35.0,0 - 396.0,0-12
0280-XJGEX,Male,0,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes,49,3.4566666666666666,103.7,5036.3,3.0-4.0,90.0-119.0,3779.0-8685.0,48-60
0281-CNTZX,Male,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),No,63,0.6649999999999999,19.95,1234.8,0 - 1.0,18.0-35.0,1142.5-1389.0,60+
0282-NVSJS,Female,1,Yes,Yes,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,No,12,0.9766666666666667,29.3,355.9,0 - 1.0,18.0-35.0,0 - 396.0,0-12
0285-INHLN,Male,0,Yes,Yes,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),No,27,1.825,54.75,1510.3,1.5-2.0,50.0-70.0,1389.0-3411.5,24-36
0289-IVARM,Female,0,No,No,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,No,35,2.018333333333333,60.55,1982.6,2.0-2.5,50.0-70.0,1389.0-3411.5,24-36
0292-WEGCH,Female,0,Yes,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,No,54,2.8733333333333335,86.2,4524.05,2.5-3.0,80.0-90.0,3779.0-8685.0,48-60
0295-PPHDO,Male,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,1,3.1816666666666666,95.45,95.45,3.0-4.0,90.0-119.0,0 - 396.0,0-12
0295-QVKPB,Male,0,No,No,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),No,5,2.131666666666667,63.95,318.1,2.0-2.5,50.0-70.0,0 - 396.0,0-12
0297-RBCSG,Male,0,No,No,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),No,19,2.1783333333333332,65.35,1231.85,2.0-2.5,50.0-70.0,1142.5-1389.0,12-24
0298-XACET,Male,0,Yes,Yes,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,No,52,1.6733333333333333,50.2,2554.0,1.5-2.0,50.0-70.0,1389.0-3411.5,48-60
0301-FIDRB,Female,0,Yes,Yes,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,72,2.1266666666666665,63.8,4684.3,2.0-2.5,50.0-70.0,3779.0-8685.0,60+
0301-KOBTQ,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),No,32,0.6683333333333333,20.05,614.45,0 - 1.0,18.0-35.0,396.0-1142.5,24-36
0302-JOIVN,Female,0,Yes,No,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,Yes,8,3.371666666666667,101.15,842.9,3.0-4.0,90.0-119.0,396.0-1142.5,0-12
0303-UNCIP,Male,0,No,No,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,No,41,2.1666666666666665,65.0,2531.8,2.0-2.5,50.0-70.0,1389.0-3411.5,36-48
0303-WMMRN,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,No,5,0.6416666666666667,19.25,86.05,0 - 1.0,18.0-35.0,0 - 396.0,0-12
0305-SQECB,Female,0,No,Yes,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,No,11,1.2016666666666667,36.05,402.6,1.0-1.5,35.0-50.0,396.0-1142.5,0-12
0306-JAELE,Male,0,No,No,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,5,3.203333333333333,96.1,453.4,3.0-4.0,90.0-119.0,396.0-1142.5,0-12
0307-BCOPK,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,No,16,0.635,19.05,326.65,0 - 1.0,18.0-35.0,0 - 396.0,12-24
0308-GIQJT,Male,1,No,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),No,71,3.525,105.75,7382.85,3.0-4.0,90.0-119.0,3779.0-8685.0,60+
0308-IVGOK,Female,0,No,No,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),No,11,1.3466666666666667,40.4,422.6,1.0-1.5,35.0-50.0,396.0-1142.5,0-12
0310-MVLET,Female,0,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,61,3.305,99.15,6010.05,3.0-4.0,90.0-119.0,3779.0-8685.0,60+
0310-SUCIN,Female,0,Yes,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),No,71,2.8266666666666667,84.8,6046.1,2.5-3.0,80.0-90.0,3779.0-8685.0,60+
0310-VQXAM,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No,9,0.6616666666666667,19.85,178.8,0 - 1.0,18.0-35.0,0 - 396.0,0-12
0311-QYWSS,Female,0,No,No,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,No,6,1.6483333333333334,49.45,314.6,1.5-2.0,35.0-50.0,0 - 396.0,0-12
0311-UNPFF,Female,0,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes,26,2.96,88.8,2274.35,2.5-3.0,80.0-90.0,1389.0-3411.5,24-36
0314-TKOSI,Female,0,No,No,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,No,6,1.8383333333333334,55.15,322.9,1.5-2.0,50.0-70.0,0 - 396.0,0-12
0315-LVCRK,Male,0,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,No,11,2.8266666666666667,84.8,888.75,2.5-3.0,80.0-90.0,396.0-1142.5,0-12
0318-QUUOB,Male,0,Yes,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes,1,2.685,80.55,80.55,2.5-3.0,80.0-90.0,0 - 396.0,0-12
0318-ZOPWS,Female,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),No,49,0.6716666666666666,20.15,973.35,0 - 1.0,18.0-35.0,396.0-1142.5,48-60
0319-QZTCO,Female,0,Yes,Yes,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),No,3,1.9566666666666668,58.7,168.6,1.5-2.0,50.0-70.0,0 - 396.0,0-12
0320-DWVTU,Female,0,No,No,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,No,53,3.316666666666667,99.5,5424.25,3.0-4.0,90.0-119.0,3779.0-8685.0,48-60
0320-JDNQG,Male,0,Yes,Yes,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,23,3.328333333333333,99.85,2331.3,3.0-4.0,90.0-119.0,1389.0-3411.5,12-24
0322-CHQRU,Male,0,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,Yes,2,1.5116666666666667,45.35,89.5,1.5-2.0,35.0-50.0,0 - 396.0,0-12
0322-YINQP,Male,0,No,No,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,Yes,1,1.6183333333333332,48.55,48.55,1.5-2.0,35.0-50.0,0 - 396.0,0-12
0323-XWWTN,Male,0,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,No,3,0.88,26.4,121.25,0 - 1.0,18.0-35.0,0 - 396.0,0-12
0324-BRPCJ,Female,1,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,68,3.3400000000000003,100.2,6851.65,3.0-4.0,90.0-119.0,3779.0-8685.0,60+
0325-XBFAC,Male,0,No,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,8,3.1566666666666667,94.7,740.3,3.0-4.0,90.0-119.0,396.0-1142.5,0-12
0326-VDYXE,Female,0,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,No,70,3.2550000000000003,97.65,6982.5,3.0-4.0,90.0-119.0,3779.0-8685.0,60+
0327-WFZSY,Male,0,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,No,39,3.3333333333333335,100.0,3835.55,3.0-4.0,90.0-119.0,3779.0-8685.0,36-48
0328-GRPMV,Female,0,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,1,2.3366666666666664,70.1,70.1,2.0-2.5,70.0-80.0,0 - 396.0,0-12
0328-IBUPK,Female,0,Yes,Yes,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),Yes,51,1.1400000000000001,34.2,1782.0,1.0-1.5,18.0-35.0,1389.0-3411.5,48-60
0329-GTIAJ,Female,0,No,No,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,3,3.2633333333333336,97.9,315.3,3.0-4.0,90.0-119.0,0 - 396.0,0-12
0330-BGYZE,Male,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),No,60,3.4166666666666665,102.5,6157.6,3.0-4.0,90.0-119.0,3779.0-8685.0,48-60
0330-IVZHA,Female,0,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,Yes,5,2.3316666666666666,69.95,330.15,2.0-2.5,50.0-70.0,0 - 396.0,0-12
0334-GDDSO,Male,1,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,3,2.7116666666666664,81.35,233.7,2.5-3.0,80.0-90.0,0 - 396.0,0-12
0334-ZFJSR,Female,0,Yes,No,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),No,55,2.2016666666666667,66.05,3462.1,2.0-2.5,50.0-70.0,3411.5-3779.0,48-60
0336-KXKFK,Male,0,No,No,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No,72,2.04,61.2,4390.25,2.0-2.5,50.0-70.0,3779.0-8685.0,60+
0336-PIKEI,Male,1,Yes,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),No,72,2.48,74.4,5360.75,2.0-2.5,70.0-80.0,3779.0-8685.0,60+
0337-CNPZE,Female,0,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,41,3.5433333333333334,106.3,4443.45,3.0-4.0,90.0-119.0,3779.0-8685.0,36-48
0343-QLUZP,Male,0,No,No,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),No,60,1.32,39.6,2424.5,1.0-1.5,35.0-50.0,1389.0-3411.5,48-60
0345-HKJVM,Female,0,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,Yes,6,2.9766666666666666,89.3,577.6,2.5-3.0,80.0-90.0,396.0-1142.5,0-12
0345-XMMUG,Female,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No,46,3.6300000000000003,108.9,4854.3,3.0-4.0,90.0-119.0,3779.0-8685.0,36-48
0347-UBKUZ,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No,15,0.6633333333333333,19.9,320.45,0 - 1.0,18.0-35.0,0 - 396.0,12-24
